outcome,outcome_label,cohort,baseline_year,target_year,event_time,n_treated_states,n_control_states,treated_states,control_states,treated_change,control_change,att
firearm_homicide_rate_per_100k,Firearm Homicide,2003,2002,2007,4,1,41,Alaska,Alabama;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,-0.37287016808854023,0.09230667334371857,-0.4651768414322588
firearm_homicide_rate_per_100k,Firearm Homicide,2003,2002,2008,5,1,42,Alaska,Alabama;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,-1.8657584981822546,-0.008388109453371883,-1.8573703887288826
firearm_homicide_rate_per_100k,Firearm Homicide,2010,2009,2005,-5,1,42,Arizona,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin;Wyoming,2.8620735196313243,0.276389710088464,2.5856838095428603
firearm_homicide_rate_per_100k,Firearm Homicide,2010,2009,2006,-4,1,42,Arizona,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,2.824398468603989,0.3404315476141879,2.483966920989801
firearm_homicide_rate_per_100k,Firearm Homicide,2010,2009,2007,-3,1,42,Arizona,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,2.1451700855218085,0.30204295686224764,1.843127128659561
firearm_homicide_rate_per_100k,Firearm Homicide,2010,2009,2008,-2,1,44,Arizona,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,1.7078157629385053,0.21185121719457384,1.4959645457439315
firearm_homicide_rate_per_100k,Firearm Homicide,2010,2009,2010,0,1,42,Arizona,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,0.645236948577157,-0.12902116135696534,0.7742581099341224
firearm_homicide_rate_per_100k,Firearm Homicide,2010,2009,2011,1,1,42,Arizona,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,0.40094270518240815,-0.1481488766571382,0.5490915818395463
firearm_homicide_rate_per_100k,Firearm Homicide,2010,2009,2012,2,1,42,Arizona,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,0.28151009314520525,0.05302596975096383,0.22848412339424143
firearm_homicide_rate_per_100k,Firearm Homicide,2010,2009,2013,3,1,42,Arizona,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,0.19332437711717976,-0.09537113377405093,0.2886955108912307
firearm_homicide_rate_per_100k,Firearm Homicide,2010,2009,2014,4,1,42,Arizona,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,-0.4450465293923034,-0.14416891680425423,-0.3008776125880491
firearm_homicide_rate_per_100k,Firearm Homicide,2010,2009,2015,5,1,40,Arizona,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,-0.1381030914323076,0.49488596088811565,-0.6329890523204232
firearm_homicide_rate_per_100k,Firearm Homicide,2015,2014,2010,-5,3,39,Kansas;Maine;Mississippi,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,-0.5484467120488467,0.05850117602391471,-0.6069478880727613
firearm_homicide_rate_per_100k,Firearm Homicide,2015,2014,2011,-4,3,39,Kansas;Maine;Mississippi,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,-0.18191280428994486,0.009707182026889938,-0.1916199863168348
firearm_homicide_rate_per_100k,Firearm Homicide,2015,2014,2012,-3,3,39,Kansas;Maine;Mississippi,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,-0.40983249612747086,0.24388930060773256,-0.6537217967352034
firearm_homicide_rate_per_100k,Firearm Homicide,2015,2014,2013,-2,3,39,Kansas;Maine;Mississippi,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,-0.3399127766931989,0.07869859531661887,-0.4186113720098178
firearm_homicide_rate_per_100k,Firearm Homicide,2015,2014,2015,0,3,39,Kansas;Maine;Mississippi,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Idaho;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;West Virginia;Wisconsin,0.4074948024802168,0.6724146611042733,-0.2649198586240565
firearm_homicide_rate_per_100k,Firearm Homicide,2015,2014,2016,1,2,37,Kansas;Mississippi,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,1.0790393357688028,1.0932183611824382,-0.01417902541363536
firearm_homicide_rate_per_100k,Firearm Homicide,2015,2014,2017,2,3,36,Kansas;Maine;Mississippi,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,1.140382605901487,1.094290802096441,0.04609180380504596
firearm_homicide_rate_per_100k,Firearm Homicide,2015,2014,2018,3,2,36,Kansas;Mississippi,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,1.8876164791976962,0.8906765618021115,0.9969399173955846
firearm_homicide_rate_per_100k,Firearm Homicide,2015,2014,2019,4,3,34,Kansas;Maine;Mississippi,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,1.5823603187569948,1.0553999527257851,0.5269603660312097
firearm_homicide_rate_per_100k,Firearm Homicide,2015,2014,2020,5,3,34,Kansas;Maine;Mississippi,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,3.8352178016174796,2.491522796881867,1.3436950047356127
firearm_homicide_rate_per_100k,Firearm Homicide,2016,2015,2011,-5,2,38,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,0.1282839638666633,-0.6906681394888615,0.8189521033555248
firearm_homicide_rate_per_100k,Firearm Homicide,2016,2015,2012,-4,2,38,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,0.3222506986549465,-0.45459265121919906,0.7768433498741456
firearm_homicide_rate_per_100k,Firearm Homicide,2016,2015,2013,-3,2,37,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,-0.42666372603156544,-0.6027459219906863,0.1760821959591209
firearm_homicide_rate_per_100k,Firearm Homicide,2016,2015,2014,-2,2,37,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,0.1893688688906222,-0.7189975546175109,0.9083664235081331
firearm_homicide_rate_per_100k,Firearm Homicide,2016,2015,2016,0,2,39,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Missouri;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,0.5551257457029878,0.3482723471930556,0.20685339850993217
firearm_homicide_rate_per_100k,Firearm Homicide,2016,2015,2017,1,2,37,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,0.6658755906301035,0.39083934721486513,0.27503624341523836
firearm_homicide_rate_per_100k,Firearm Homicide,2016,2015,2018,2,2,38,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,0.6906671954660224,0.19787569437382296,0.49279150109219944
firearm_homicide_rate_per_100k,Firearm Homicide,2016,2015,2019,3,2,34,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,0.6036458882545278,0.4070519025160144,0.1965939857385134
firearm_homicide_rate_per_100k,Firearm Homicide,2016,2015,2020,4,2,34,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,1.128513542957452,1.8431747466720962,-0.7146612037146443
firearm_homicide_rate_per_100k,Firearm Homicide,2016,2015,2021,5,2,29,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Virginia;Washington;Wisconsin,1.1278705656097647,2.488849274903813,-1.3609787092940484
firearm_homicide_rate_per_100k,Firearm Homicide,2017,2016,2012,-5,1,36,Missouri,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,-2.4508887402785096,-0.7986742099805219,-1.6522145302979876
firearm_homicide_rate_per_100k,Firearm Homicide,2017,2016,2013,-4,1,36,Missouri,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,-2.767650468495922,-0.9272255135572718,-1.84042495493865
firearm_homicide_rate_per_100k,Firearm Homicide,2017,2016,2014,-3,1,36,Missouri,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,-2.2224505193605024,-1.0618508012330476,-1.1605997181274548
firearm_homicide_rate_per_100k,Firearm Homicide,2017,2016,2015,-2,2,37,Missouri;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,0.0316944750988869,-0.3688110943439714,0.4005055694428583
firearm_homicide_rate_per_100k,Firearm Homicide,2017,2016,2017,0,1,37,Missouri,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,1.6101400528479592,0.022028252870893706,1.5881117999770655
firearm_homicide_rate_per_100k,Firearm Homicide,2017,2016,2018,1,2,38,Missouri;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,0.9255558114412936,-0.1604841220538625,1.086039933495156
firearm_homicide_rate_per_100k,Firearm Homicide,2017,2016,2019,2,2,35,Missouri;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,0.5635908322069013,0.036294306844039476,0.5272965253628619
firearm_homicide_rate_per_100k,Firearm Homicide,2017,2016,2020,3,2,35,Missouri;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Virginia;Washington;Wisconsin,2.1947901777982346,1.435624398023871,0.7591657797743636
